index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
68,OpheliaThe Lumineers,The Lumineers,Ophelia,"['folk-pop', 'stomp and holler']",3d8y0t70g7hw2FOWl9Z4Fm,https://p.scdn.co/mp3-preview/d1204e9214afa804f2c74e5795441b75e7fc9e11?cid=b8d3901151d34489a160e3cf0ab1fa94,160097.0,76.0,False,0.664,0.573,5.0,-6.519,1.0,0.0277,0.613,0.000363,0.0857,0.566,76.023,4.0
69,While My Guitar Gently WeepsTom Petty,Tom Petty,While My Guitar Gently Weeps,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",7DzktdAh3zTT5Li8vam9tt,https://p.scdn.co/mp3-preview/ff72b5e066f40adf096ec376721b0f57bb001539?cid=b8d3901151d34489a160e3cf0ab1fa94,380586.0,43.0,False,0.21,0.85,7.0,-3.694,1.0,0.0587,0.287,0.00607,0.912,0.382,121.383,4.0
70,Slim Pickings - Instrumental EditSummers Sons,Summers Sons,Slim Pickings - Instrumental Edit,['uk alternative hip hop'],7sdryGtonMbLcJbk0ZXFUI,https://p.scdn.co/mp3-preview/1f97ae1b556d64a02a0aca38ab3828d02dba9066?cid=b8d3901151d34489a160e3cf0ab1fa94,88946.0,23.0,False,0.774,0.214,8.0,-9.39,0.0,0.248,0.639,0.484,0.133,0.502,171.311,4.0
71,RedboneChildish Gambino,Childish Gambino,Redbone,"['atl hip hop', 'hip hop', 'pop rap', 'rap']",0wXuerDYiBnERgIpbb3JBR,https://p.scdn.co/mp3-preview/0167089f98ed9b52156232cc17294c7676a88dd4?cid=b8d3901151d34489a160e3cf0ab1fa94,326933.0,82.0,True,0.743,0.347,1.0,-11.174,1.0,0.121,0.167,0.00951,0.103,0.572,160.143,4.0
72,Holy ToledoVundabar,Vundabar,Holy Toledo,"['boston indie', 'indie garage rock']",7vlX33qkhVUSMUe0wpTOyc,https://p.scdn.co/mp3-preview/61d7039201f61bb95fb1f87db32c7f1485a478ac?cid=b8d3901151d34489a160e3cf0ab1fa94,320075.0,53.0,True,0.455,0.515,1.0,-7.689,0.0,0.0252,0.0082,0.251,0.137,0.215,86.944,4.0
73,Here I Go Again 87 - 2017 Remastered VersionWhitesnake,Whitesnake,Here I Go Again 87 - 2017 Remastered Version,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",,,,,,,,,,,,,,,,,
74,Don't Dream It's OverCrowded House,Crowded House,Don't Dream It's Over,"['australian pop', 'australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']",7G7tgVYORlDuVprcYHuFJh,,236933.0,72.0,False,0.439,0.422,8.0,-17.227,1.0,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,4.0
75,SpotlightDavid Allan Coe,David Allan Coe,Spotlight,"['country', 'country rock', 'outlaw country']",5D9GKjpvU4xbw4Y2sreLXB,https://p.scdn.co/mp3-preview/715044da8dc3298f8529ead5cb4d0d3fa4da6d74?cid=b8d3901151d34489a160e3cf0ab1fa94,186933.0,45.0,False,0.501,0.42,7.0,-7.77,1.0,0.0287,0.248,0.0,0.133,0.57,134.897,3.0
76,Show Me LoveAlicia Keys,Alicia Keys,Show Me Love,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0XPlSuCVQ1nOhzTpFgnDSz,https://p.scdn.co/mp3-preview/ae1efe449b5b19ff74547848fa052e9d4d558bb3?cid=b8d3901151d34489a160e3cf0ab1fa94,194997.0,68.0,False,0.531,0.491,5.0,-5.47,0.0,0.042,0.447,0.0,0.0703,0.521,129.38,4.0
77,Cosmic ThoughtsaXian,aXian,Cosmic Thoughts,"['chillhop', 'jazz boom bap', 'lo-fi beats']",4lSsjJQ7DPJkcnvLqiuRcs,https://p.scdn.co/mp3-preview/f58f6c19e5a63f9387b07dc1dbf74ac125597915?cid=b8d3901151d34489a160e3cf0ab1fa94,152986.0,35.0,False,0.745,0.297,6.0,-11.217,0.0,0.0578,0.163,0.696,0.164,0.687,91.006,4.0
78,Point of Know ReturnKansas,Kansas,Point of Know Return,"['album rock', 'art rock', 'bow pop', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",0YoAVHXeEPPzZxK0xPQqYn,https://p.scdn.co/mp3-preview/7244edd174ec4be382ac8336a5063e7e3cd4f5f4?cid=b8d3901151d34489a160e3cf0ab1fa94,190760.0,48.0,False,0.687,0.59,5.0,-5.204,1.0,0.0367,0.0889,0.000173,0.171,0.653,136.232,4.0
79,WavesEucalyptic,Eucalyptic,Waves,['background music'],4Ua4NrNeTgqMPB3cCdtuX5,https://p.scdn.co/mp3-preview/cf72172a6775d24789ccdfe7d671d543a52738b7?cid=b8d3901151d34489a160e3cf0ab1fa94,202343.0,53.0,False,0.659,0.0266,0.0,-17.849,1.0,0.0715,0.91,0.0553,0.0865,0.299,119.687,4.0
80,Badman (Skrillex Remix)Ragga Twins,Ragga Twins,Badman (Skrillex Remix),"['hardcore techno', 'old school uk hip hop', 'uk dancehall']",1jiczAUjgZ9MF6TsYJFAxx,https://p.scdn.co/mp3-preview/c284a0f64aadbdebfc28139cddadaa338b4f454b?cid=b8d3901151d34489a160e3cf0ab1fa94,249613.0,44.0,False,0.702,0.964,1.0,-2.979,1.0,0.106,0.157,0.0,0.324,0.694,149.945,4.0
81,(Per)Version of a TruthMudvayne,Mudvayne,(Per)Version of a Truth,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",,,,,,,,,,,,,,,,,
82,KissKorn,Korn,Kiss,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",715QPzjF9FdOqiMBE4qkyQ,https://p.scdn.co/mp3-preview/ac4170b2f244cb95064183ec3783ef5e1bf0bf5b?cid=b8d3901151d34489a160e3cf0ab1fa94,249733.0,38.0,False,0.541,0.715,3.0,-7.504,1.0,0.0337,0.201,0.131,0.144,0.277,146.029,4.0
83,Lonely DaySystem of a Down,System of a Down,Lonely Day,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",1VNWaY3uNfoeWqb5U8x2QX,https://p.scdn.co/mp3-preview/7b1d4113a52d9059d6999dd11f05557064be9306?cid=b8d3901151d34489a160e3cf0ab1fa94,167906.0,72.0,False,0.47,0.796,8.0,-3.277,0.0,0.0336,0.362,1.11e-06,0.133,0.215,113.108,3.0
84,Believer - Live at Budokan Hall Tokyo Japan - February 2002Ozzy Osbourne,Ozzy Osbourne,Believer - Live at Budokan Hall Tokyo Japan - February 2002,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock']",2A0PUxDK5xO09ixuwaOCkz,https://p.scdn.co/mp3-preview/9226d961c137c2b5e805654200f0a621da721f97?cid=b8d3901151d34489a160e3cf0ab1fa94,296066.0,26.0,True,0.348,0.994,2.0,-3.363,0.0,0.111,6.62e-05,0.00289,0.941,0.127,100.069,4.0
85,Lean On (feat. MØ & DJ Snake)Major Lazer,Major Lazer,Lean On (feat. MØ & DJ Snake),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']",,,,,,,,,,,,,,,,,
86,Help MeJoni Mitchell,Joni Mitchell,Help Me,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'traditional folk']",0tVzXGFyNPusa1VkHmYDLd,https://p.scdn.co/mp3-preview/dbbebea71028af1332e9c8386f13c340115489fa?cid=b8d3901151d34489a160e3cf0ab1fa94,204320.0,55.0,False,0.579,0.536,9.0,-10.035,0.0,0.0388,0.484,5.4e-05,0.0937,0.67,81.868,4.0
87,The Future Is NowThe Offspring,The Offspring,The Future Is Now,"['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",2B17416FS7vL5qljgqfm7L,,248413.0,53.0,False,0.391,0.95,5.0,-2.224,0.0,0.0758,0.00353,0.0,0.385,0.297,106.982,4.0
88,What Kind Of Love Is That?Donovan Woods,Donovan Woods,What Kind Of Love Is That?,"['acoustic pop', 'canadian folk', 'canadian indie', 'canadian singer-songwriter', 'chamber pop', 'deep new americana', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",1yjn8etEOJslJAT7iWCHNG,https://p.scdn.co/mp3-preview/452dbecf5f02c517adb1f9377ee4be12bbdda003?cid=b8d3901151d34489a160e3cf0ab1fa94,187996.0,12.0,False,0.52,0.53,9.0,-10.345,1.0,0.0357,0.13,0.000801,0.138,0.799,110.11,4.0
89,Harvester of SarrowMetallica,Metallica,Harvester of Sarrow,"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",,,,,,,,,,,,,,,,,
90,Chained to the RhythmKaty Perry,Katy Perry,Chained to the Rhythm,"['dance pop', 'pop', 'post-teen pop']",7qvxFz3JodM0A7xEM7k3YD,,237733.0,71.0,False,0.446,0.8,0.0,-5.404,1.0,0.174,0.0814,0.0,0.199,0.474,189.89,4.0
91,Paranoid - 2016 RemasterBlack Sabbath,Black Sabbath,Paranoid - 2016 Remaster,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",1Y373MqadDRtclJNdnUXVc,https://p.scdn.co/mp3-preview/08232f9feba37a3acbb31062bc9e99dac9c7e262?cid=b8d3901151d34489a160e3cf0ab1fa94,168405.0,69.0,False,0.415,0.658,4.0,-12.051,0.0,0.0696,4.52e-05,0.000735,0.176,0.45,163.015,4.0
92,The Way It WasCoast Modern,Coast Modern,The Way It Was,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern rock']",253zjJUvzTDo19vnxGqYfG,https://p.scdn.co/mp3-preview/7ce0e75a7c87a3809ab4836631839d9deac88537?cid=b8d3901151d34489a160e3cf0ab1fa94,229960.0,54.0,False,0.67,0.741,4.0,-5.98,1.0,0.0503,0.0833,3.71e-05,0.0926,0.579,80.037,4.0
93,What I Have To DoFlaw,Flaw,What I Have To Do,"['alternative metal', 'groove metal', 'industrial metal', 'louisville indie', 'nu metal', 'post-grunge', 'rap rock']",3n0CdWr6h5b6AJWrj9TPz6,,340573.0,27.0,False,0.507,0.865,11.0,-6.136,0.0,0.0585,1.33e-05,1.43e-06,0.155,0.355,122.075,4.0
94,How Many More TimesLed Zeppelin,Led Zeppelin,How Many More Times,"['album rock', 'classic rock', 'hard rock', 'rock']",5VBzIn9cBH4BNa1c6Zilba,https://p.scdn.co/mp3-preview/ad1114e3223bcb4c7c07a7c66e12df94645ebcba?cid=b8d3901151d34489a160e3cf0ab1fa94,508000.0,53.0,False,0.322,0.68,9.0,-11.349,1.0,0.061,0.114,0.0245,0.434,0.518,142.748,4.0
95,Bad DreamsLyrics Born,Lyrics Born,Bad Dreams,"['alternative hip hop', 'hip hop', 'turntablism']",5w5vw9cokQ9s8dHQmQqLX4,https://p.scdn.co/mp3-preview/ba64561ecc8cd8cede8a83a65925fe732c50973b?cid=b8d3901151d34489a160e3cf0ab1fa94,200386.0,37.0,True,0.862,0.668,6.0,-5.308,1.0,0.0718,0.11,4.59e-06,0.0633,0.889,85.024,4.0
96,Call It Stormy MondayT-Bone Walker,T-Bone Walker,Call It Stormy Monday,,,,,,,,,,,,,,,,,,
97,Saturday in the ParkChicago,Chicago,Saturday in the Park,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",4OJFkrRQqol4FsPesF8eu4,https://p.scdn.co/mp3-preview/3840f7697de88e7d971bb9f40845ada3e64ac745?cid=b8d3901151d34489a160e3cf0ab1fa94,235666.0,61.0,False,0.668,0.76,7.0,-6.831,1.0,0.034,0.137,0.0,0.0803,0.61,114.378,4.0
98,Rattle My BonesZACHARY KIBBEE,ZACHARY KIBBEE,Rattle My Bones,[],5tjxLrvZhASeOl8b9zve6s,https://p.scdn.co/mp3-preview/46a0b0014a7a31698ef98cdc4f59e4dc241f02db?cid=b8d3901151d34489a160e3cf0ab1fa94,196912.0,15.0,False,0.661,0.825,11.0,-4.642,0.0,0.0409,0.00557,0.0146,0.217,0.678,81.0,4.0
99,Legend of the Spaceborne KillerCrobot,Crobot,Legend of the Spaceborne Killer,"['modern hard rock', 'nwocr']",23XQfffAt5DiF3PZic9Fhc,,198061.0,31.0,False,0.228,0.885,8.0,-5.893,1.0,0.0933,0.00486,0.0,0.115,0.565,151.956,4.0
100,HeroesPeter Gabriel,Peter Gabriel,Heroes,"['album rock', 'art pop', 'art rock', 'dance rock', 'mellow gold', 'permanent wave', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",2Os83Fjr9ixsIRLMiaGCnj,https://p.scdn.co/mp3-preview/b27e409c3e62ffe203f6218baa5e4ce6a2d965d7?cid=b8d3901151d34489a160e3cf0ab1fa94,243266.0,58.0,False,0.348,0.254,4.0,-15.05,0.0,0.0378,0.453,0.114,0.3,0.0687,89.986,4.0
101,White Christmas (duet with Shania Twain)Michael Bublé,Michael Bublé,White Christmas (duet with Shania Twain),"['adult standards', 'canadian pop', 'lounge']",,,,,,,,,,,,,,,,,
102,Winter WindsMumford & Sons,Mumford & Sons,Winter Winds,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",50FgfudO6MUkdP3XMIf1hh,https://p.scdn.co/mp3-preview/c0faefdc8a8e9981ad2e4e5a5c8aa25a954513cb?cid=b8d3901151d34489a160e3cf0ab1fa94,219680.0,55.0,False,0.324,0.494,7.0,-7.274,1.0,0.0319,0.221,0.0,0.347,0.39,125.766,3.0
103,Violence FetishDisturbed,Disturbed,Violence Fetish,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",3jYNZPZA5qZHSdSAxBdn5q,https://p.scdn.co/mp3-preview/5e3a8400b09c76ae1d63abcab0e3cad06c101d99?cid=b8d3901151d34489a160e3cf0ab1fa94,203773.0,43.0,False,0.609,0.843,6.0,-3.9,1.0,0.0369,0.000126,0.000239,0.0535,0.625,92.928,4.0
104,Where It's AtBeck,Beck,Where It's At,"['alternative rock', 'anti-folk', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock']",7mQertZHtd37UQ2uJs0Uct,,329573.0,53.0,False,0.672,0.662,2.0,-7.384,1.0,0.0731,0.24,0.0292,0.126,0.522,96.936,4.0
105,Sunny Side Of The MountainThe Nitty Gritty Dirt Band,The Nitty Gritty Dirt Band,Sunny Side Of The Mountain,,,,,,,,,,,,,,,,,,
106,Whole Lotta TroubleStevie Nicks,Stevie Nicks,Whole Lotta Trouble,"['album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",7InRiDtNqfYMzXIhwh9YoA,https://p.scdn.co/mp3-preview/4656ea7291c5e6292389891d29db315538b6815f?cid=b8d3901151d34489a160e3cf0ab1fa94,271840.0,34.0,False,0.44,0.931,9.0,-7.285,1.0,0.0627,0.0218,4.83e-05,0.393,0.575,191.326,4.0
107,Orion's BeltSabrina Claudio,Sabrina Claudio,Orion's Belt,"['alternative r&b', 'indie r&b', 'pop']",0RTnMChwd0ARVY3zOyNdaP,https://p.scdn.co/mp3-preview/24d5bf02fc16151ff241786f4d6dc2dab5daff86?cid=b8d3901151d34489a160e3cf0ab1fa94,197333.0,60.0,False,0.531,0.352,9.0,-10.404,0.0,0.315,0.856,9.73e-06,0.0871,0.537,84.475,4.0
108,New Kid in TownEagles,Eagles,New Kid in Town,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",6Zyz8lsnMFpIrCTuvGurCB,https://p.scdn.co/mp3-preview/6865d7e96e4d20c8e29880ced3e0a2c243545ac5?cid=b8d3901151d34489a160e3cf0ab1fa94,304925.0,64.0,False,0.649,0.425,4.0,-9.811,1.0,0.0267,0.378,0.0013,0.108,0.651,107.383,4.0
109,Sister Do You Know My Name?The White Stripes,The White Stripes,Sister Do You Know My Name?,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",6xUwTW2NLLDUSCbbQEa09c,https://p.scdn.co/mp3-preview/5c602de04e8b3d3e662a0b83da2ca7708d6957fb?cid=b8d3901151d34489a160e3cf0ab1fa94,171840.0,31.0,False,0.412,0.358,3.0,-9.734,1.0,0.0319,0.482,0.00103,0.0803,0.366,69.343,4.0
110,DTW to DIA (the travels of Mr. B)Griz,Griz,DTW to DIA (the travels of Mr. B),"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",5U4KRcekwiXvLv5Xz6DLZW,https://p.scdn.co/mp3-preview/d0e895fe99c47e14d31584f8855a6edc63a84ea1?cid=b8d3901151d34489a160e3cf0ab1fa94,331299.0,37.0,False,0.605,0.942,10.0,-4.474,0.0,0.154,0.00379,0.117,0.124,0.563,100.057,4.0
111,Heart And Soul - 2006 Digital RemasterHuey Lewis & The News,Huey Lewis & The News,Heart And Soul - 2006 Digital Remaster,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",,,,,,,,,,,,,,,,,
112,VarbergU137,U137,Varberg,"['compositional ambient', 'focus', 'nordic post-rock']",5sFdMGaWXdSWYtS93KimeP,https://p.scdn.co/mp3-preview/bd3b8394bde46268cb438751f44cac1a4ff7452b?cid=b8d3901151d34489a160e3cf0ab1fa94,169894.0,49.0,False,0.252,0.548,11.0,-7.885,1.0,0.0379,0.913,0.9,0.154,0.184,109.894,4.0
113,One of Those DaysStick Figure,Stick Figure,One of Those Days,['reggae fusion'],0HwupQCmQiPXeaf8PYTQzs,https://p.scdn.co/mp3-preview/6086d663487d61ed225c9f30edc01d84e27fe4a3?cid=b8d3901151d34489a160e3cf0ab1fa94,259946.0,42.0,False,0.931,0.734,5.0,-6.102,1.0,0.0568,0.161,0.723,0.513,0.96,119.986,4.0
114,PromisesCalvin Harris Sam Smith,Calvin Harris Sam Smith,Promises,,5N5k9nd479b1xpDZ4usjrg,https://p.scdn.co/mp3-preview/c78e0a33c394091314b35a2fd42b0102cc8fb1cd?cid=b8d3901151d34489a160e3cf0ab1fa94,213309.0,84.0,False,0.781,0.768,11.0,-5.991,1.0,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4.0
115,Let's DanceM. Ward,M. Ward,Let's Dance,"['alternative country', 'anti-folk', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'new americana', 'portland indie', 'slow core', 'stomp and holler']",2ww6vlXkh2Ntw3pZwtqnHj,https://p.scdn.co/mp3-preview/6c2ba50a81edb31b53f64fc4c8b8b14c9af54659?cid=b8d3901151d34489a160e3cf0ab1fa94,300186.0,54.0,False,0.454,0.207,11.0,-14.445,0.0,0.0382,0.891,0.0334,0.101,0.337,82.081,4.0
116,The ChoiceGustavo Santaolalla,Gustavo Santaolalla,The Choice,"['latin classical', 'latin soundtrack', 'scorecore', 'soundtrack', 'video game music']",2IXJyG1DX93g2EhFXghz37,https://p.scdn.co/mp3-preview/3f4f7de79b6d795fcb636ffe46bd7f7363612091?cid=b8d3901151d34489a160e3cf0ab1fa94,102373.0,57.0,False,0.303,0.00338,4.0,-30.932,0.0,0.0493,0.909,0.89,0.116,0.347,50.96,4.0
117,Damage Inc.Metallica,Metallica,Damage Inc.,"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",5X5wkmwPA1rQwtBdh2SNTv,https://p.scdn.co/mp3-preview/b0b65d7186f8c0619a9eb62118954d265d0e9ab0?cid=b8d3901151d34489a160e3cf0ab1fa94,332466.0,48.0,False,0.366,0.848,11.0,-10.575,0.0,0.157,0.000506,0.476,0.12,0.162,92.172,4.0
118,Walk of LifeDire Straits,Dire Straits,Walk of Life,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",423o3ZHIaBtGXyhF1uH41a,https://p.scdn.co/mp3-preview/0dcbcd3569d83da11c35c1f91532335b3d5daa78?cid=b8d3901151d34489a160e3cf0ab1fa94,252466.0,61.0,False,0.461,0.936,4.0,-6.866,1.0,0.109,0.435,9.13e-05,0.124,0.804,172.404,4.0
119,When We're Human (Feat. Terence Blanchard)Michael Leon-Wooley,Michael Leon-Wooley,When We're Human (Feat. Terence Blanchard),,,,,,,,,,,,,,,,,,
120,OpheliaLaith Al-Saadi,Laith Al-Saadi,Ophelia,,,,,,,,,,,,,,,,,,
121,Change The ChannelFrancesco Yates,Francesco Yates,Change The Channel,['canadian pop'],7AsfIhhfE9wf1LDu3wLEti,https://p.scdn.co/mp3-preview/e2a61767e5832da09e00c647f9ba2d68ef5f1e6d?cid=b8d3901151d34489a160e3cf0ab1fa94,232413.0,17.0,False,0.768,0.665,6.0,-5.991,0.0,0.0408,0.0424,0.0,0.0876,0.717,91.063,4.0
122,Le nozze di Figaro K. 492: OvertureWolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,Le nozze di Figaro K. 492: Overture,"['classical', 'classical era']",7KY086jJEEaFUoJqyBgFwy,,261626.0,39.0,False,0.304,0.122,2.0,-19.912,1.0,0.0402,0.924,0.922,0.128,0.245,139.708,4.0
123,The EyeBrandi Carlile,Brandi Carlile,The Eye,"['acoustic pop', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",0Plf9mewMoYkwEvncCjfxS,https://p.scdn.co/mp3-preview/16bad65743706d3f69d4d14527f95d48f73c2238?cid=b8d3901151d34489a160e3cf0ab1fa94,211674.0,51.0,False,0.425,0.258,6.0,-9.324,1.0,0.036,0.736,0.0,0.0734,0.311,162.761,4.0
124,LakeviewKaruna,Karuna,Lakeview,['asmr'],6NIlxgFge6ntAZcAvnzuJ8,https://p.scdn.co/mp3-preview/02d9509d33f3d4d4b49e959ebcf4bca1be244d58?cid=b8d3901151d34489a160e3cf0ab1fa94,117142.0,41.0,False,0.638,0.0191,5.0,-21.301,0.0,0.0988,0.872,0.224,0.0798,0.524,84.028,4.0
125,Too Much Feat. P.O.SSims,Sims,Too Much Feat. P.O.S,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'vocal jazz']",,,,,,,,,,,,,,,,,
126,BlackwaterJJ Grey & Mofro,JJ Grey & Mofro,Blackwater,"['blues rock', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'new americana', 'roots rock']",3jM9wxKC0G9ocb5K8o1W7i,https://p.scdn.co/mp3-preview/eb04e63c776904d34d06cb74e8a94ac223954bfe?cid=b8d3901151d34489a160e3cf0ab1fa94,429493.0,43.0,False,0.591,0.516,2.0,-9.044,1.0,0.0339,0.0521,0.692,0.196,0.226,72.209,4.0
127,Still WonderJonny Lang,Jonny Lang,Still Wonder,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']",2hQBqQHWrEX0XBnULlDkma,,225440.0,28.0,False,0.531,0.442,4.0,-9.095,0.0,0.0554,0.261,0.0,0.0884,0.377,82.423,4.0
128,I Lost On JeopardyWeird Al Yankovic,Weird Al Yankovic,I Lost On Jeopardy,"['antiviral pop', 'comedy rock', 'comic', 'parody']",022XE9RZVU3a9nULENXfnm,https://p.scdn.co/mp3-preview/cec0188368531ad5443cae6d267a89255d57af30?cid=b8d3901151d34489a160e3cf0ab1fa94,208933.0,32.0,False,0.887,0.769,0.0,-9.15,0.0,0.0497,0.347,8.79e-06,0.0507,0.836,113.262,4.0
129,Akira BuffaloGwaiLow,GwaiLow,Akira Buffalo,[],2TN11AAzuYCOWEPnrESyVJ,https://p.scdn.co/mp3-preview/c88bf004e952e46b288917cf9f1cc3dab6f30d75?cid=b8d3901151d34489a160e3cf0ab1fa94,114285.0,21.0,False,0.685,0.451,7.0,-10.067,0.0,0.162,0.072,0.0239,0.151,0.459,83.963,4.0
130,MagnoliaMail the Horse,Mail the Horse,Magnolia,[],2WRhHhX9s9ZhLEZV7luzIg,https://p.scdn.co/mp3-preview/40dbd54ea75b083e95911bf689a153e5b4f6a377?cid=b8d3901151d34489a160e3cf0ab1fa94,280917.0,34.0,False,0.647,0.507,0.0,-9.186,1.0,0.0292,0.112,0.0117,0.103,0.711,94.633,4.0
131,Killin' It (KillaGraham Remix)Krewella,Krewella,Killin' It (KillaGraham Remix),"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house']",4MQZOkn7lDxV6PqTITNRKl,https://p.scdn.co/mp3-preview/96679c2031c0631892fca2fd2be7b627243ef6e8?cid=b8d3901151d34489a160e3cf0ab1fa94,245546.0,25.0,False,0.555,0.9,1.0,-4.816,1.0,0.166,0.000417,0.0873,0.284,0.532,110.015,4.0
132,Christmas TimeThe Platters,The Platters,Christmas Time,"['adult standards', 'brill building pop', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",2345kZ5rt8eHjO8CFpx3Yi,,127333.0,72.0,False,0.343,0.339,0.0,-9.282,1.0,0.0283,0.867,3.75e-06,0.109,0.404,103.504,3.0
133,When Christmas Comes To TownClark Anthony,Clark Anthony,When Christmas Comes To Town,['christmas instrumental'],5w7SYGjbmNugesUK8dTCDN,https://p.scdn.co/mp3-preview/edd921e799db2b053d52d705d1826c8992a0de21?cid=b8d3901151d34489a160e3cf0ab1fa94,170000.0,64.0,False,0.55,0.0547,5.0,-23.755,1.0,0.0471,0.994,0.957,0.116,0.261,63.461,4.0
134,Get Up Stand UpThe Wailers,The Wailers,Get Up Stand Up,['reggae'],2Mw8xQJpIDAgrktDXEqxCs,,198160.0,62.0,False,0.799,0.572,10.0,-7.238,0.0,0.357,0.264,0.0,0.06,0.828,77.751,4.0
135,The Stars Over Your HouseBob Schneider,Bob Schneider,The Stars Over Your House,['alternative americana'],5hmnt7gpsfaVmC14xHqQ8G,https://p.scdn.co/mp3-preview/d5337cc07e00713e2545b3007607ee5e8d494a18?cid=b8d3901151d34489a160e3cf0ab1fa94,181973.0,26.0,False,0.836,0.527,7.0,-8.014,1.0,0.041,0.271,0.0012,0.12,0.921,95.99,4.0
136,Black 7Soil,Soil,Black 7,"['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']",31dzyNGszwr8d9o8oRdDhq,https://p.scdn.co/mp3-preview/665eb96ba329bb4297bcd9fa573758bc198f406d?cid=b8d3901151d34489a160e3cf0ab1fa94,299813.0,30.0,False,0.478,0.861,5.0,-5.89,1.0,0.0315,0.000128,0.00158,0.0644,0.461,92.96,4.0
137,The Running BoardThe Dillinger Escape Plan,The Dillinger Escape Plan,The Running Board,"['alternative metal', 'american metalcore', 'mathcore', 'new jersey punk']",5TaqJBVJBIv6plUfAdNl9D,https://p.scdn.co/mp3-preview/426700e89c1ca18ccfc7a1a58fcfed0dfa840b26?cid=b8d3901151d34489a160e3cf0ab1fa94,201920.0,23.0,False,0.312,0.957,11.0,-5.154,1.0,0.175,4.47e-05,0.00381,0.238,0.0931,119.914,4.0
138,WonderwallOasis,Oasis,Wonderwall,"['britpop', 'madchester', 'modern rock', 'permanent wave', 'rock']",5wj4E6IsrVtn8IBJQOd0Cl,https://p.scdn.co/mp3-preview/658627c1c2fb5f9a89ce556ead028b7cebd297c6?cid=b8d3901151d34489a160e3cf0ab1fa94,258732.0,72.0,False,0.372,0.865,2.0,-4.918,1.0,0.0381,0.000453,0.0,0.234,0.478,174.53,4.0
